Name;Categories;Price tax excluded;Tax rules ID;Quantity;Description;Short description;Image URLs;Active
Sweter Cannes Isager Helga Jóna Thórunnardóttir;Włóczki;38.00;1;10;Opis produktu Sweter Cannes Isager Helga Jóna Thórunnardóttir.;Krótki opis Sweter Cannes Isager Helga Jóna Thórunnardóttir.;https://miedzydrutami.pl/wp-content/uploads/2024/08/Isager-Cannes-Sweater-370x444.jpg;1
Sweter Cinema Paradiso Marianne Isager;Włóczki;38.00;1;10;Opis produktu Sweter Cinema Paradiso Marianne Isager.;Krótki opis Sweter Cinema Paradiso Marianne Isager.;https://miedzydrutami.pl/wp-content/uploads/2024/08/Isager-Cienma-Paradiso-sweter-370x444.jpg;1
Sweter Torhild’s Cable Isager Torhild Trydal;Włóczki;38.00;1;10;Opis produktu Sweter Torhild’s Cable Isager Torhild Trydal.;Krótki opis Sweter Torhild’s Cable Isager Torhild Trydal.;https://miedzydrutami.pl/wp-content/uploads/2024/08/Isager-Torhilds-Cable-Sweter-370x444.jpg;1
Sweter No Name Isager Anette Danielsen;Włóczki;38.00;1;10;Opis produktu Sweter No Name Isager Anette Danielsen.;Krótki opis Sweter No Name Isager Anette Danielsen.;https://miedzydrutami.pl/wp-content/uploads/2024/08/Isager-No-Name-Sweter-370x444.jpg;1
Bluzka Lemon Helga Isager;Włóczki;38.00;1;10;Opis produktu Bluzka Lemon Helga Isager.;Krótki opis Bluzka Lemon Helga Isager.;https://miedzydrutami.pl/wp-content/uploads/2024/08/Isager-Lemon-Sweater-370x444.jpg;1
Sweter Field Helga Isager;Włóczki;38.00;1;10;Opis produktu Sweter Field Helga Isager.;Krótki opis Sweter Field Helga Isager.;https://miedzydrutami.pl/wp-content/uploads/2024/08/ISager-Field-sweter-370x444.jpg;1
PetiteKnit Maggie Vest wzór dziewiarski;Włóczki;35.00;1;10;Opis produktu PetiteKnit Maggie Vest wzór dziewiarski.;Krótki opis PetiteKnit Maggie Vest wzór dziewiarski.;https://miedzydrutami.pl/wp-content/uploads/2024/08/PetiteKnit-Maggie-Vest-370x444.jpg;1
PetiteKnit Olga Jacket wzór na druty;Włóczki;35.00;1;10;Opis produktu PetiteKnit Olga Jacket wzór na druty.;Krótki opis PetiteKnit Olga Jacket wzór na druty.;https://miedzydrutami.pl/wp-content/uploads/2024/08/PetiteKnit-Olga-Jacket-370x444.jpg;1
Zestaw drutów KnitPro Dreamz Midi krótkie;Włóczki;340.00;1;10;Opis produktu Zestaw drutów KnitPro Dreamz Midi krótkie.;Krótki opis Zestaw drutów KnitPro Dreamz Midi krótkie.;https://miedzydrutami.pl/wp-content/uploads/2024/08/Zestaw-drutow-KnitPro-Dreamz-Midi-200639-370x444.jpg;1
Zestaw drutów KnitPro Dreamz Midi;Włóczki;350.00;1;10;Opis produktu Zestaw drutów KnitPro Dreamz Midi.;Krótki opis Zestaw drutów KnitPro Dreamz Midi.;https://miedzydrutami.pl/wp-content/uploads/2024/08/Zestaw-drutow-KnitPro-Dreamz-Midi-200630-370x444.jpg;1
Zestaw drutów KnitPro Dreamz Regal;Włóczki;660.00;1;10;Opis produktu Zestaw drutów KnitPro Dreamz Regal.;Krótki opis Zestaw drutów KnitPro Dreamz Regal.;https://miedzydrutami.pl/wp-content/uploads/2024/08/KnitPro-zestaw-drutow-Dreamz-13cm-200638-370x444.jpg;1
Noa Sweater 2409-06 wzór na druty z włóczką;Włóczki;528.00;1;10;Opis produktu Noa Sweater 2409-06 wzór na druty z włóczką.;Krótki opis Noa Sweater 2409-06 wzór na druty z włóczką.;https://miedzydrutami.pl/wp-content/uploads/2024/08/Sandnes-Garn-Noa-Sweater-2409-06-370x444.webp;1
Lumen Cardigan 2409-04 wzór na druty z włóczką;Włóczki;365.00;1;10;Opis produktu Lumen Cardigan 2409-04 wzór na druty z włóczką.;Krótki opis Lumen Cardigan 2409-04 wzór na druty z włóczką.;https://miedzydrutami.pl/wp-content/uploads/2024/08/Sandnes-Garn-Lumen-Cardigan-2409-04-370x444.webp;1
Spencer Sweater Ballerina Edition 2409-07 wzór na druty z włóczką;Włóczki;321.00;1;10;Opis produktu Spencer Sweater Ballerina Edition 2409-07 wzór na druty z włóczką.;Krótki opis Spencer Sweater Ballerina Edition 2409-07 wzór na druty z włóczką.;https://miedzydrutami.pl/wp-content/uploads/2024/08/Sandnes-Garn-Spencer-Sweater-2409-07-Ballerina-Chunky-Editionn-370x444.jpg;1
Guziki Vivienne 1 szt.;Włóczki;9.90;1;10;Opis produktu Guziki Vivienne 1 szt..;Krótki opis Guziki Vivienne 1 szt..;https://miedzydrutami.pl/wp-content/uploads/2024/08/Guziki-Vievienne-Guzik-370x444.jpg;1
Guziki Pszczoła złote lakierowane 1 szt.;Włóczki;4.00;1;10;Opis produktu Guziki Pszczoła złote lakierowane 1 szt..;Krótki opis Guziki Pszczoła złote lakierowane 1 szt..;https://miedzydrutami.pl/wp-content/uploads/2024/08/Guzik-pszczola-guziki-12mm-519-370x444.jpg;1
Guziki Oczko kolorowe 1 szt.;Włóczki;9.90;1;10;Opis produktu Guziki Oczko kolorowe 1 szt..;Krótki opis Guziki Oczko kolorowe 1 szt..;https://miedzydrutami.pl/wp-content/uploads/2024/08/Guziki-Guzik-Oczko-68-370x444.jpg;1
Guziki kuliste mleczne 1 szt.;Włóczki;3.50;1;10;Opis produktu Guziki kuliste mleczne 1 szt..;Krótki opis Guziki kuliste mleczne 1 szt..;https://miedzydrutami.pl/wp-content/uploads/2024/08/Guziki-guzik-kuliste-mleczne-501-370x444.jpg;1
Guziki kuliste metaliczne 1 szt.;Włóczki;3.00;1;10;Opis produktu Guziki kuliste metaliczne 1 szt..;Krótki opis Guziki kuliste metaliczne 1 szt..;https://miedzydrutami.pl/wp-content/uploads/2024/08/Guziki-metaliczne-kuliste-guzik-48-370x444.jpg;1
Guziki kryształki a’la Svarowski 1 szt.;Włóczki;9.90;1;10;Opis produktu Guziki kryształki a’la Svarowski 1 szt..;Krótki opis Guziki kryształki a’la Svarowski 1 szt..;https://miedzydrutami.pl/wp-content/uploads/2024/08/Guzik-guziki-krysztalki-Svarowski-370x444.jpg;1
Guziki Klejnoty złote 1 szt.;Włóczki;6.00;1;10;Opis produktu Guziki Klejnoty złote 1 szt..;Krótki opis Guziki Klejnoty złote 1 szt..;https://miedzydrutami.pl/wp-content/uploads/2024/08/Guzik-klejnot-841-370x444.jpg;1
Guziki Candy kolorowe 1 szt.;Włóczki;4.00;1;10;Opis produktu Guziki Candy kolorowe 1 szt..;Krótki opis Guziki Candy kolorowe 1 szt..;https://miedzydrutami.pl/wp-content/uploads/2024/08/Guziki-guzik-Candy-504-370x444.jpg;1
Molly Sweater 2409-01 wzór na druty z włóczką;Włóczki;323.00;1;10;Opis produktu Molly Sweater 2409-01 wzór na druty z włóczką.;Krótki opis Molly Sweater 2409-01 wzór na druty z włóczką.;https://miedzydrutami.pl/wp-content/uploads/2024/08/Sandnes-Garn-Molly-Sweater-2409-01-370x444.webp;1
Etui Carla Muud;Włóczki;85.00;1;10;Opis produktu Etui Carla Muud.;Krótki opis Etui Carla Muud.;https://miedzydrutami.pl/wp-content/uploads/2024/08/Muud-etui-Carla-370x444.jpg;1
Szalik PLADO wzór na druty z włóczką;Włóczki;258.00;1;10;Opis produktu Szalik PLADO wzór na druty z włóczką.;Krótki opis Szalik PLADO wzór na druty z włóczką.;https://miedzydrutami.pl/wp-content/uploads/2024/08/Pascuali-Plado-szalik-balayage-370x444.webp;1
Ponczo DOTTED CAPE wzór na druty z włóczką;Włóczki;273.00;1;10;Opis produktu Ponczo DOTTED CAPE wzór na druty z włóczką.;Krótki opis Ponczo DOTTED CAPE wzór na druty z włóczką.;https://miedzydrutami.pl/wp-content/uploads/2024/08/Pascuali-Dotted-Cape-peleryna-ponczo-narzutka-sayama-370x444.webp;1
ChiaoGoo etui na druty wymienne;Włóczki;189.00;1;10;Opis produktu ChiaoGoo etui na druty wymienne.;Krótki opis ChiaoGoo etui na druty wymienne.;https://miedzydrutami.pl/wp-content/uploads/2024/08/ChiaoGoo-etui-na-druty-wymienne-1-370x444.jpg;1
ChiaoGoo etui na druty z żyłką;Włóczki;229.00;1;10;Opis produktu ChiaoGoo etui na druty z żyłką.;Krótki opis ChiaoGoo etui na druty z żyłką.;https://miedzydrutami.pl/wp-content/uploads/2024/08/ChiaoGoo-etui-na-druty-z-zylka-1-370x444.jpg;1
Rakuda ITO wzornik kolorów;Włóczki;19.00;1;10;Opis produktu Rakuda ITO wzornik kolorów.;Krótki opis Rakuda ITO wzornik kolorów.;https://miedzydrutami.pl/wp-content/uploads/2024/08/ITO-wzornik-kolorow-RAKUDA-370x444.jpg;1
Shio ITO wzornik kolorów;Włóczki;24.00;1;10;Opis produktu Shio ITO wzornik kolorów.;Krótki opis Shio ITO wzornik kolorów.;https://miedzydrutami.pl/wp-content/uploads/2024/08/ITO-wzornik-kolorow-SHIO-370x444.jpg;1
Sensai ITO wzornik kolorów;Włóczki;24.00;1;10;Opis produktu Sensai ITO wzornik kolorów.;Krótki opis Sensai ITO wzornik kolorów.;https://miedzydrutami.pl/wp-content/uploads/2024/08/ITO-wzornik-kolorow-SENSAI-370x444.jpg;1
Kinu ITO wzornik kolorów;Włóczki;24.00;1;10;Opis produktu Kinu ITO wzornik kolorów.;Krótki opis Kinu ITO wzornik kolorów.;https://miedzydrutami.pl/wp-content/uploads/2024/08/ITO-wzornik-kolorow-KINU-370x444.jpg;1
Spencer Sweater 2403-07 wzór na druty z włóczką;Włóczki;335.00;1;10;Opis produktu Spencer Sweater 2403-07 wzór na druty z włóczką.;Krótki opis Spencer Sweater 2403-07 wzór na druty z włóczką.;https://miedzydrutami.pl/wp-content/uploads/2024/02/sandnes-garn-kolekacja-2403-07-370x444.webp;1
Guziki Bling złote z kolorowym szkłem 1 szt.;Włóczki;9.90;1;10;Opis produktu Guziki Bling złote z kolorowym szkłem 1 szt..;Krótki opis Guziki Bling złote z kolorowym szkłem 1 szt..;https://miedzydrutami.pl/wp-content/uploads/2024/08/Guziki-Bling-501-370x444.jpg;1
Guziki Chanel złote 1 szt.;Włóczki;8.90;1;10;Opis produktu Guziki Chanel złote 1 szt..;Krótki opis Guziki Chanel złote 1 szt..;https://miedzydrutami.pl/wp-content/uploads/2024/08/Guziki-zloty-chanel-18mm-370x444.jpg;1
Guziki ze skorupką jajka 1 szt.;Włóczki;3.00;1;10;Opis produktu Guziki ze skorupką jajka 1 szt..;Krótki opis Guziki ze skorupką jajka 1 szt..;https://miedzydrutami.pl/wp-content/uploads/2024/08/Guziki-60874-jajko-181-20mm-370x444.jpg;1
ChiaoGoo łączniki do żyłek;Włóczki;25.00;1;10;Opis produktu ChiaoGoo łączniki do żyłek.;Krótki opis ChiaoGoo łączniki do żyłek.;https://miedzydrutami.pl/wp-content/uploads/2024/08/ChiaoGoo-Cable-Connectors-370x444.png;1
Bonnie Sweater Junior 2401-01 wzór z włóczką MOHER PRINT;Włóczki;305.00;1;10;Opis produktu Bonnie Sweater Junior 2401-01 wzór z włóczką MOHER PRINT.;Krótki opis Bonnie Sweater Junior 2401-01 wzór z włóczką MOHER PRINT.;https://miedzydrutami.pl/wp-content/uploads/2024/08/Sandnes-Garn-Bonnie-Sweater-Junior-2401-01-370x444.webp;1
Igły dziewiarskie Kleiber 3 szt.;Włóczki;19.00;1;10;Opis produktu Igły dziewiarskie Kleiber 3 szt..;Krótki opis Igły dziewiarskie Kleiber 3 szt..;https://miedzydrutami.pl/wp-content/uploads/2024/08/Kleiber-igly-do-welny-370x444.jpg;1
Camel DK Pascuali wzornik kolorów;Włóczki;9.90;1;10;Opis produktu Camel DK Pascuali wzornik kolorów.;Krótki opis Camel DK Pascuali wzornik kolorów.;https://miedzydrutami.pl/wp-content/uploads/2024/08/Pascuali-wzornik-kolorow-Camel-DK-370x444.webp;1
Cashmere Charis Pascuali;Włóczki;109.00;1;10;Opis produktu Cashmere Charis Pascuali.;Krótki opis Cashmere Charis Pascuali.;https://miedzydrutami.pl/wp-content/uploads/2024/08/Pascuali-Cashmere-Charis-05-370x444.jpg;1
Sayama Pascuali;Włóczki;39.00;1;10;Opis produktu Sayama Pascuali.;Krótki opis Sayama Pascuali.;https://miedzydrutami.pl/wp-content/uploads/2024/07/Pascuali-Sayama-309-370x444.jpg;1
VELVET Lace;Włóczki;133.00;1;10;Opis produktu VELVET Lace.;Krótki opis VELVET Lace.;https://miedzydrutami.pl/wp-content/uploads/2024/07/VELVET-LACE-825-2-370x444.jpg;1
SHORT Rainbow Sock;Włóczki;55.00;1;10;Opis produktu SHORT Rainbow Sock.;Krótki opis SHORT Rainbow Sock.;https://miedzydrutami.pl/wp-content/uploads/2024/06/SHORT-SOCK-50-jasny-2-370x444.jpg;1
SHORT Bamboo DK niebiesko-różowy;Włóczki;104.50;1;10;Opis produktu SHORT Bamboo DK niebiesko-różowy.;Krótki opis SHORT Bamboo DK niebiesko-różowy.;https://miedzydrutami.pl/wp-content/uploads/2024/08/SHORT-BAMBOO-DK-jasny-2-370x444.jpg;1
Guziki z recyklingowanych butelek 1 szt.;Włóczki;3.00;1;10;Opis produktu Guziki z recyklingowanych butelek 1 szt..;Krótki opis Guziki z recyklingowanych butelek 1 szt..;https://miedzydrutami.pl/wp-content/uploads/2024/08/Guziki-60876-Bottles-RE-557-18mm-370x444.jpg;1
PetiteKnit Elisabeth Blouse wzór dziewiarski;Włóczki;35.00;1;10;Opis produktu PetiteKnit Elisabeth Blouse wzór dziewiarski.;Krótki opis PetiteKnit Elisabeth Blouse wzór dziewiarski.;https://miedzydrutami.pl/wp-content/uploads/2024/08/PetiteKnit-Elisabeth-Blouse-370x444.jpg;1
PetiteKnit Stockholm Slipover V-Neck wzór na druty;Włóczki;35.00;1;10;Opis produktu PetiteKnit Stockholm Slipover V-Neck wzór na druty.;Krótki opis PetiteKnit Stockholm Slipover V-Neck wzór na druty.;https://miedzydrutami.pl/wp-content/uploads/2024/08/PetiteKnit-Stockholm-Slipover-V-neck-370x444.jpg;1
PetiteKnit Stockholm Slipover wzór na druty;Włóczki;35.00;1;10;Opis produktu PetiteKnit Stockholm Slipover wzór na druty.;Krótki opis PetiteKnit Stockholm Slipover wzór na druty.;https://miedzydrutami.pl/wp-content/uploads/2024/08/PetiteKnit-Stockholm-Slipover-370x444.webp;1
Żonkile Woollala Sock 100;Włóczki;109.00;1;10;Opis produktu Żonkile Woollala Sock 100.;Krótki opis Żonkile Woollala Sock 100.;https://miedzydrutami.pl/wp-content/uploads/2024/08/woollala-sock-merino-zonkile-370x444.jpg;1
So Kosho ITO;Włóczki;45.00;1;10;Opis produktu So Kosho ITO.;Krótki opis So Kosho ITO.;https://miedzydrutami.pl/wp-content/uploads/2024/08/ITO-SO-KOSHO-592-2-370x444.jpg;1
Rakuda ITO;Włóczki;43.00;1;10;Opis produktu Rakuda ITO.;Krótki opis Rakuda ITO.;https://miedzydrutami.pl/wp-content/uploads/2024/08/ITO-RAKUDA-0656-oatmeal-2-370x444.jpg;1
Alpaca 3 Isager;Włóczki;41.50;1;10;Opis produktu Alpaca 3 Isager.;Krótki opis Alpaca 3 Isager.;https://miedzydrutami.pl/wp-content/uploads/2024/08/Isager-Alpaca-3-E6S-370x444.jpg;1
Szydełko Addi Swing;Włóczki;49.00;1;10;Opis produktu Szydełko Addi Swing.;Krótki opis Szydełko Addi Swing.;https://miedzydrutami.pl/wp-content/uploads/2024/08/Addi-AddiSwing-szydelko-370x444.jpg;1
Druty Addi CraSyTrio Bamboo;Włóczki;94.00;1;10;Opis produktu Druty Addi CraSyTrio Bamboo.;Krótki opis Druty Addi CraSyTrio Bamboo.;https://miedzydrutami.pl/wp-content/uploads/2024/08/Addi-Crasy-Trio-Bamboo-2-370x444.png;1
Guziki perłowe barwione 1 szt.;Włóczki;3.00;1;10;Opis produktu Guziki perłowe barwione 1 szt..;Krótki opis Guziki perłowe barwione 1 szt..;https://miedzydrutami.pl/wp-content/uploads/2024/08/Guziki-60796-perla-573-25mm-370x444.jpg;1
Guziki ryżowe 1 szt.;Włóczki;2.00;1;10;Opis produktu Guziki ryżowe 1 szt..;Krótki opis Guziki ryżowe 1 szt..;https://miedzydrutami.pl/wp-content/uploads/2024/08/Guziki-ryz-520-burgund-15mm-370x444.jpg;1
Guziki cieniowane 1 szt.;Włóczki;5.90;1;10;Opis produktu Guziki cieniowane 1 szt..;Krótki opis Guziki cieniowane 1 szt..;https://miedzydrutami.pl/wp-content/uploads/2024/08/Guziki-M60831-garniturowe-poliestrowe-kolor-573-ANTELOPE-BEIGE-20mm-370x444.jpg;1
Guziki z kamieniem 1 szt.;Włóczki;2.50;1;10;Opis produktu Guziki z kamieniem 1 szt..;Krótki opis Guziki z kamieniem 1 szt..;https://miedzydrutami.pl/wp-content/uploads/2024/08/Guziki-60865-kamien-003-3-15mm-370x444.jpg;1
Pinta Pascuali do barwienia 50 g;Włóczki;43.90;1;10;Opis produktu Pinta Pascuali do barwienia 50 g.;Krótki opis Pinta Pascuali do barwienia 50 g.;https://miedzydrutami.pl/wp-content/uploads/2024/08/Pascuali-pinta-naturalna-do-barwienia-50-g-370x444.jpg;1
Tykk Line Sandnes Garn OUTLET;Włóczki;18.90;1;10;Opis produktu Tykk Line Sandnes Garn OUTLET.;Krótki opis Tykk Line Sandnes Garn OUTLET.;https://miedzydrutami.pl/wp-content/uploads/2024/08/Sandnes-Garn-8532-Tykk-Line-370x444.jpeg;1
Perfect Sandnes Garn;Włóczki;19.90;1;10;Opis produktu Perfect Sandnes Garn.;Krótki opis Perfect Sandnes Garn.;https://miedzydrutami.pl/wp-content/uploads/2024/08/Sandnes-Garn-Perfect-6032-hortensja-370x444.webp;1
Daphne Tee wzór z włóczką;Włóczki;196.00;1;10;Opis produktu Daphne Tee wzór z włóczką.;Krótki opis Daphne Tee wzór z włóczką.;https://miedzydrutami.pl/wp-content/uploads/2024/08/daphne-tee-370x444.jpg;1
Daphne Tee wzór z włóczką natural;Włóczki;158.00;1;10;Opis produktu Daphne Tee wzór z włóczką natural.;Krótki opis Daphne Tee wzór z włóczką natural.;https://miedzydrutami.pl/wp-content/uploads/2024/08/daphne-tee-370x444.jpg;1
Kaja Sweater 2403-10 wzór na druty z włóczką;Włóczki;599.00;1;10;Opis produktu Kaja Sweater 2403-10 wzór na druty z włóczką.;Krótki opis Kaja Sweater 2403-10 wzór na druty z włóczką.;https://miedzydrutami.pl/wp-content/uploads/2024/02/sandnes-garn-kolekacja-2403-10-370x444.webp;1
Wendy Sweater 2403-11 wzór na druty z włóczką;Włóczki;225.00;1;10;Opis produktu Wendy Sweater 2403-11 wzór na druty z włóczką.;Krótki opis Wendy Sweater 2403-11 wzór na druty z włóczką.;https://miedzydrutami.pl/wp-content/uploads/2024/02/sandnes-garn-kolekacja-2403-11-370x444.webp;1
FANCY Wool włóczka fantazyjna;Włóczki;115.00;1;10;Opis produktu FANCY Wool włóczka fantazyjna.;Krótki opis FANCY Wool włóczka fantazyjna.;https://miedzydrutami.pl/wp-content/uploads/2024/08/FANCY-WOOL-sen-artysty-2-370x444.jpg;1
Summer Sun Pink Woollala Pure Silk 100;Włóczki;149.00;1;10;Opis produktu Summer Sun Pink Woollala Pure Silk 100.;Krótki opis Summer Sun Pink Woollala Pure Silk 100.;https://miedzydrutami.pl/wp-content/uploads/2024/07/WOOLLALA-PURE-SILK-summer-sun-pink-2-370x444.jpg;1
Dester Sand Pink Woollala Pure Silk 100;Włóczki;149.00;1;10;Opis produktu Dester Sand Pink Woollala Pure Silk 100.;Krótki opis Dester Sand Pink Woollala Pure Silk 100.;https://miedzydrutami.pl/wp-content/uploads/2024/07/WOOLLALA-PURE-SILK-desert-sand-beige-2-370x444.jpg;1
Milly Skirt 2404-08 wzór na druty z włóczką;Włóczki;99.00;1;10;Opis produktu Milly Skirt 2404-08 wzór na druty z włóczką.;Krótki opis Milly Skirt 2404-08 wzór na druty z włóczką.;https://miedzydrutami.pl/wp-content/uploads/2024/07/Milly-Skirt-2404-08-short-370x444.webp;1
Milly Sweater 2404-08 wzór na druty z włóczką;Włóczki;120.00;1;10;Opis produktu Milly Sweater 2404-08 wzór na druty z włóczką.;Krótki opis Milly Sweater 2404-08 wzór na druty z włóczką.;https://miedzydrutami.pl/wp-content/uploads/2024/03/sandnes-garn-wzory-2404-08-370x444.webp;1
Cornelia Tee 2404-09 wzór na druty z włóczką;Włóczki;120.00;1;10;Opis produktu Cornelia Tee 2404-09 wzór na druty z włóczką.;Krótki opis Cornelia Tee 2404-09 wzór na druty z włóczką.;https://miedzydrutami.pl/wp-content/uploads/2024/03/sandnes-garn-wzory-2404-09-370x444.webp;1
Cornelia Skirt 2404-09 wzór na druty z włóczką;Włóczki;99.00;1;10;Opis produktu Cornelia Skirt 2404-09 wzór na druty z włóczką.;Krótki opis Cornelia Skirt 2404-09 wzór na druty z włóczką.;https://miedzydrutami.pl/wp-content/uploads/2024/07/Cornelia-Skirt-2404-09-370x444.webp;1
Sebrina Sweater 2404-10 wzór na druty z włóczką;Włóczki;360.00;1;10;Opis produktu Sebrina Sweater 2404-10 wzór na druty z włóczką.;Krótki opis Sebrina Sweater 2404-10 wzór na druty z włóczką.;https://miedzydrutami.pl/wp-content/uploads/2024/03/sandnes-garn-wzory-2404-10-370x444.webp;1
Fenny Sweater 2404-05 wzór na druty z włóczką;Włóczki;162.00;1;10;Opis produktu Fenny Sweater 2404-05 wzór na druty z włóczką.;Krótki opis Fenny Sweater 2404-05 wzór na druty z włóczką.;https://miedzydrutami.pl/wp-content/uploads/2024/03/sandnes-garn-wzory-2404-05-370x444.webp;1
Fenny Tee 2404-07 wzór na druty z włóczką;Włóczki;99.00;1;10;Opis produktu Fenny Tee 2404-07 wzór na druty z włóczką.;Krótki opis Fenny Tee 2404-07 wzór na druty z włóczką.;https://miedzydrutami.pl/wp-content/uploads/2024/03/sandnes-garn-wzory-2404-07-370x444.webp;1
Minnie Dress 2404-02 wzór na druty z włóczką;Włóczki;301.00;1;10;Opis produktu Minnie Dress 2404-02 wzór na druty z włóczką.;Krótki opis Minnie Dress 2404-02 wzór na druty z włóczką.;https://miedzydrutami.pl/wp-content/uploads/2024/03/sandnes-garn-wzory-2404-02-370x444.webp;1
Carla Dress 2404-06 wzór na druty z włóczką;Włóczki;303.00;1;10;Opis produktu Carla Dress 2404-06 wzór na druty z włóczką.;Krótki opis Carla Dress 2404-06 wzór na druty z włóczką.;https://miedzydrutami.pl/wp-content/uploads/2024/03/sandnes-garn-wzory-2404-06-370x444.webp;1
Mathea Sweater 2404-04 wzór na druty z włóczką;Włóczki;141.00;1;10;Opis produktu Mathea Sweater 2404-04 wzór na druty z włóczką.;Krótki opis Mathea Sweater 2404-04 wzór na druty z włóczką.;https://miedzydrutami.pl/wp-content/uploads/2024/03/sandnes-garn-wzory-2404-04-370x444.webp;1
